id,year_reported_to_cdp, account_number, organization, city, country, cdp_region, reporting_authority, access, climate_hazard, adaptation_action, action_title, status_of_action, co_benefit_area, action_description_and_implementation_progress, finance_status, total_cost_of_project, total_cost_provided_by_the_local_government, primary_source_fund, web_link, population, population_year, city_location, last_update,,,,,,,,,,,,,,,
2489,2019,54082,"City of Hollywood, FL",Hollywood,United States of America,North America,CDP Cities,public,Storm and wind > Cyclone (Hurricane / Typhoon),Public preparedness (including practice exercises/drills),Citywide Hurricane Readiness,Operation,"Disaster preparedness, Disaster Risk Reduction, Enhanced resilience, Improved public health","We speak to residents and business owners that they must be self sufficient for at least three to five days following a hurricane landfall. The public must begin their preparations prior to the start or early in the hurricane season. We stress the busy months of August, September and October and the need to have personal plans and supply kits in place before then. Residents are advised any 911 calls placed during the storm will not be responded to until after sustained wind speeds decreased to below 45 mph. We explain other dangers of ignoring an evacuation order, including flooding, damage to property, risk of power outages and other utility disruptions. We identify where the evacuation zones, routes and evacuation shelters are located and the need for each resident and business owner to have an emergency plan and kit. We offer to register residents for the City's CodeRED wireless emergency alert system. We invite local private/gated communities to participate in the City's post-storm debris clearance program. We update the City's annual hurricane guide and website at the beginning of each calendar year with important hurricane preparedness information. This public education program is conducted before and during every hurricane season at City-hosted events and civic association meetings.",,0,0,Other,www.hollywoodfl.org/emergency,149750,2017,POINT (-80.1495 26.0112),2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
2490,2019,840521,City of Denizli,,Turkey,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Water Scarcity > Drought,Maintenance/repair – leaking infrastructure,Revision of infrastructure systems to reduce losses in drinking water networks,Implementation,"Enhanced climate change adaptation, Improved resource quality (e.g. air, water)","Target: To prevent damage to the infrastructure from extreme climate events with regular maintenance and technological investments.Stakeholders: DMM, DESKI, PDoEU, DSI, AYKOME, house owners, site managements, TOKI, construction and infrastructure companies.Associated Risk: Disruption of clean water service in some districts due to droughtDisruption of clean water service in the entire province due to drought Activities to be Conducted:	Determination and renewal of end-of-life networks	Determination and renewal of networks with high loss/leakage rate 	Increasing technical investments in order to prevent physical losses and leakages by keeping the potable water under constant observation in terms of water flow, pressure and water quality	Increasing the detections using physical loss detection devices	Replacement of faulty and old meters	Establishing standards in combating physical loss and leakage	Entering all kinds of manufacturing (drinking water, wastewater, rainwater) performed by DESKI to the geographic information system environment and implementation of legal and technical activities.","Feasibility finalized, and finance partially secured",,,,,1027782,2018,,2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
2491,2018,50550,City of Buffalo,"Buffalo, NY",United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Rain storm,Storm water capture systems,,Implementation,,"City of Buffalo is half-way through Project RainCheck, a green infrastructure improvement and implementation project, aimed at investing $92 million by 2034 in over 1,000 acres of green infrastructure throughout the city to help mitigate the effects of heavy or severe rain events, and protect the natural water resources, by capturing rain water and keeping it out of the combined sewer overflow system.",,,,,,258612,2017,POINT (-78.8784 42.8864),2019-11-29T08:49:03.203,42,,,,,,,,,,,,,,
2492,2018,58569,City of Podgorica,Podgorica,Montenegro,Europe,CDP Cities,public,Heat wave,Heat mapping and thermal imaging,,Implementation,,"o	The City have established of a social network for help in case of extreme situations excpecialy to vulnerable groups. Benefits: in synergy with the other adaptation measures for all groups of the population will lead to the improvement of health status of the citizens of Podgorica. Relevant location(s) in Podgorica: for the entire city. Measure complexity: Long-term - variable costs, depending on the possibility for implementation of a certain measure. Competent authority/ organization: Capital City, Institute for Public Health of Montenegro, Red Cross of Montenegro, media, Health Care Center Podgorica.o	We have started to prepering to educational and information campaigns on climate change. Regarding it we organized some round tables on the subject climate change. Also we are planing to develop brochures for residents, tourists and workers out in the open about extreme weather conditions.Relevant location(s) in Podgorica: for the entire city. Benefits: synergy with other adaptation measures concerning awareness-raising for all groups of the population will lead to improved health status of the citizens of Podgorica. Measure complexity: Long-term-variable costs, depending on the possibility for implementation of a certain measure. Competent authority / organization: Capital City, Institute for Public Health of Montenegro, Red Cross of Montenegro, media, the Local Parliament of Podgorica.o	The City has started with improving public transport. Namely Podgorica has been participating in projects funded by the Open Regional Fund for South-East Europe – Energy Efficiency (ORF-EE) by the German Federal Enterprise for International Cooperation (GIZ) - SUMSEEC: Sustainable Urban Mobility in South-East European Countries – SEE Cities Together towards Sustainable and Energy Efficient Transport, 2017-2019. Under to project well be creation of a Sustainable Urban Mobility Plan. It is mean that renewal of the old fleet with new buses; reorganization of bus routes in terms of better coverage; modern bus stops; higher frequency timetable. Benefits: more efficient public transport. Relevant location(s) in Podgorica: Podgorica, Urban Municipalities of Golubovci and Tuzi, suburbs. Additional benefits: Less need for parking spaces, less traffic load, reducing the transmission of polluting particles in the air, more efficient fuel consumption. Measure complexity: Implementation in stages. Negative external effects: Long-term measure. Competent authority / organization: Management of the Capital City Podgorica.",,,,,,185937,2011,POINT (19.2594 42.4304),2019-11-29T08:49:03.203,65,,,,,,,,,,,,,,
2493,2018,43930,The Hague,The Hague,Netherlands,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Rain storm,Green roofs/walls,,Monitoring and reporting,,Citizens are encouraged to green their rooftops and pavements with the help of subsidies. The amount of greening as a result of this subsidy is monitored and reported in The Hague's Sustainaility report.,,,,,,525745,2017,POINT (4.3007 52.0705),2019-11-29T08:49:03.203,,,,,,,,,,,,,,,
2494,2019,35848,Municipality of Belo Horizonte,Belo Horizonte,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF, Global Covenant of Mayors",public,Flood and sea level rise > Flash / surface flood,Restrict development in at risk areas,Drenagem e Tratamento de Fundos de Vale,Implementation,"Disaster preparedness, Disaster Risk Reduction","Durante todo o ano, a Prefeitura de Belo Horizonte desenvolve ações permanentes de redução de riscos de enchentes e proteção da população contra desastres. Este esforço envolve diversos órgãos da administração municipal, cada qual com sua vocação e que, juntos, compõem o sistema municipal de Defesa Civil. É um trabalho intenso desenvolvido nas nove regionais da cidade.São realizadas desde a limpeza de bocas de lobo e fundos de vales de córregos a construções de grandes bacias de retenção e detenção de águas pluviais. São feitas vistorias, obras de contenção de encostas, limpezas de galerias, ampliação de redes de microdrenagem, urbanização de vias, remoção de famílias quando necessário e também a capacitação dos moradores das áreas de risco na cidade.","Feasibility finalized, and finance partially secured",304448776,304448776,Local,https://prefeitura.pbh.gov.br/sites/default/files/estrutura-de-governo/planejamento/SUPLOR/Diretoria%20Central%20de%20Coordenação%20do%20Orçamento/LOA%202019/1%20-%20QDD_2019.pdf,2513451,2016,POINT (-43.9345 -19.9167),2019-11-29T08:56:56.313,204,,,,,,,,,,,,,,
2495,2019,831617,Commune de Bouaké,Bouaké,Côte d'Ivoire,Africa,"CDP Cities, Global Covenant of Mayors",public,,Community engagement/education,,Pre-implementation,Enhanced climate change adaptation,,Pre-feasibility study status,,,,,715435,2013,POINT (-5.0149 7.4137),2019-11-29T08:56:56.313,153,,,,,,,,,,,,,,
2496,2018,54124,City of Fremont,Fremont,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Permanent inundation,Incorporating climate change into long-term planning documents,,Scoping,,"The City will be incorporating various climate hazard risks into the forthcoming Climate Action Plan update, which will serve as a long-term planning document.",,,,,,234962,2017,POINT (-121.989 37.5483),2019-11-29T08:49:03.203,,,,,,,,,,,,,,,
2497,2019,54700,Prefeitura Municipal de Sumaré,Sumaré,Brazil,Latin America,CDP Cities,public,Water Scarcity > Drought,Tree planting and/or creation of green space,Criação de bosques e áreas verdes no município,Implementation,"Disaster Risk Reduction, Ecosystem preservation and biodiversity improvement, Enhanced climate change adaptation, Improved public health, Reduced GHG emissions, Resource conservation (e.g. soil, water)","O Bosque dos Lagos Cidade Orquídea é um espaço de 32 mil m² de área verde localizado no Jardim Dall’Orto. Além de gerar uma área de conservação da flora, melhorar a qualidade de ar e o clima local, também é um espaço para o lazer dos munícipes, possuindo pistas de caminhada. As mudas foram em parte fornecidas pela empresa Villares Metals. O trabalho foi executado pela Secretaria de Servços Públicos, utilizando materiais e mão-de obra próprios.",Finance secured,263015,112745,Public-private partnership,https://www.sumare.sp.gov.br/index.php?p=buscaNoticias&id=1957  https://www.sumare.sp.gov.br/index.php?p=buscaNoticias&id=2040,237007,2017,POINT (-47.2669 -22.8219),2019-11-29T08:56:56.313,213,,,,,,,,,,,,,,
2498,2019,54402,City of Lahti,Lahti,Finland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities, Global Covenant of Mayors",public,Storm and wind > Tornado,Resilience and resistance measures for buildings,Lupa- ja valvontatehtävissä toimivien rakennusvalvonnan työntekijöiden asiantuntijuuden vahvistaminen,Implementation,"Enhanced climate change adaptation, Reduced GHG emissions",Climate change adaptation and mitigations awareness and knowledge rising among officers and builders and private home-owners in Lahti. For example on-going Canemure Project is implementing these. These are only examples from Lahti SECAP actions.,"Feasibility finalized, and finance partially secured",,,Public-private partnership,https://www.lahti.fi/palvelut/luonto-ja-ymparisto/lahti-ymparistokaupunki/canemure-lahti,120028,2019,POINT (25.65 60.9833),2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
2499,2019,35853,City of Baltimore,Baltimore,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, Global Covenant of Mayors",public,Extreme hot temperature > Extreme hot days,Retrofit of existing buildings,"Increase energy and water efficiency retrofits in affordable and low-income housing markets/Continue to support  and increase the number of  “community resiliency hubs” in disinvested, high-impact areas.",Implementation,"Ecosystem preservation and biodiversity improvement, Improved access to data for informed decision-making, Improved public health, Improved resource efficiency (e.g. food, water, energy), Improved resource quality (e.g. air, water), Reduced GHG emissions, Social inclusion, social justice","Baltimore is implementing a number of strategies to support building and neighborhood retrofits to increase energy efficiency and reduce urban heat impacts.  Some of these projects include creating community resiliency hubs powered by solar with battery backup, shading neighborhoods with trees, implementing UHI sensor distribution and tracking, undertaking impervious surface removal, increasing tree canopy, supporting weatherization improvements for low-income residents, and increasing green spaces.","Feasibility finalized, and finance partially secured",,,Other: Grants,https://www.baltimoresustainability.org/wp-content/uploads/2019/02/Sustainability-Plan_01-30-19-compressed-1.pdf  https://www.baltimoresustainability.org/wp-content/uploads/2018/12/DP3-Text_MEMAFEMA-Final-Review.pdf,602495,2018,POINT (-76.6122 39.2904),2019-11-29T08:56:56.313,,,,,,,,,,,,,,,
